Total Nacional;Comunidades y Ciudades Autónomas;Sexo;Edad (grupos quinquenales);Tipo de dato;Periodo;Total
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM47;4.765
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM46;4.922
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM45;4.979
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM44;4.640
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM43;4.625
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM42;4.066
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM41;4.166
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM40;3.886
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM39;3.826
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM38;4.074
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM37;3.918
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM36;3.797
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM35;3.987
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM34;3.898
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM33;4.073
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM32;4.393
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM31;4.394
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM30;3.870
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM29;3.825
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM28;3.855
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM27;3.865
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM26;3.781
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM25;3.553
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM24;3.389
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM23;3.505
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM22;3.736
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM21;3.837
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM20;3.744
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM19;4.358
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM18;4.615
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM17;5.413
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM16;7.094
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM15;9.163
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM14;10.438
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM13;9.324
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM12;5.956
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM11;4.626
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM10;4.124
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM09;4.107
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM08;4.239
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM07;4.385
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM06;4.648
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM05;4.980
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM04;4.907
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM03;5.038
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM02;4.774
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM01;4.331
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM52;4.133
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM51;4.252
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM50;4.050
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM49;3.963
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM48;4.080
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM47;4.045
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM46;3.934
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM45;3.714
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM44;3.839
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM43;3.719
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM42;3.518
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM41;3.610
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM40;3.495
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM39;3.379
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM38;3.479
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM37;3.413
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM36;3.342
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM35;3.395
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM34;3.379
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM33;3.605
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM32;3.610
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM31;3.592
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM30;3.704
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM29;3.610
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM28;3.749
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM27;4.029
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM26;3.684
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM25;3.620
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM24;3.561
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM23;3.647
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM22;3.690
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM21;3.732
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM20;3.772
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM19;3.803
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM18;3.902
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM17;3.764
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM16;3.925
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM15;3.857
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM14;3.978
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM13;4.022
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM12;3.909
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM11;4.149
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM10;4.239
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM09;4.396
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM08;4.627
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM07;4.667
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM06;4.835
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM05;5.047
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM04;5.088
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM03;5.315
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM02;5.034
Total Nacional;;Mujeres;Todas las edades;Dato base;2019SM01;4.539
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM52;4.297
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM51;4.173
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM50;4.124
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM49;3.936
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM48;3.898
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM47;3.935
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM46;3.982
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM45;3.921
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM44;3.818
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM43;3.657
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM42;3.583
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM41;3.704
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM40;3.533
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM39;3.536
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM38;3.493
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM37;3.235
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM36;3.309
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM35;3.386
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM34;3.394
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM33;3.573
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM32;4.052
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM31;3.910
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM30;3.551
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM29;3.508
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM28;3.613
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM27;3.599
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM26;3.872
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM25;3.802
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM24;3.511
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM23;3.529
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM22;3.541
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM21;3.691
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM20;3.716
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM19;3.746
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM18;3.627
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM17;3.814
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM16;4.040
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM15;4.165
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM14;4.164
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM13;4.353
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM12;4.337
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM11;4.431
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM10;4.591
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM09;4.847
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM08;4.935
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM07;5.091
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM06;4.941
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM05;5.018
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM04;5.275
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM03;5.626
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM02;5.582
Total Nacional;;Mujeres;Todas las edades;Dato base;2018SM01;5.751
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM52;5.305
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM51;4.770
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM50;4.592
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM49;4.332
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM48;4.043
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM47;3.999
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM46;3.990
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM45;3.746
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM44;3.707
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM43;3.627
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM42;3.671
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM41;3.570
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM40;3.642
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM39;3.610
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM38;3.433
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM37;3.313
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM36;3.239
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM35;3.442
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM34;3.605
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM33;3.490
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM32;3.556
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM31;3.713
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM30;3.548
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM29;3.589
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM28;3.550
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM27;3.467
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM26;3.513
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM25;4.135
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM24;3.861
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM23;3.448
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM22;3.624
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM21;3.825
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM20;3.768
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM19;3.812
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM18;3.652
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM17;3.830
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM16;3.787
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM15;3.857
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM14;3.827
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM13;3.901
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM12;3.899
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM11;3.893
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM10;4.064
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM09;4.154
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM08;4.384
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM07;4.576
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM06;4.936
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM05;5.453
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM04;5.753
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM03;5.783
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM02;5.877
Total Nacional;;Mujeres;Todas las edades;Dato base;2017SM01;5.438
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM52;4.854
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM51;4.394
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM50;4.293
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM49;4.011
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM48;4.129
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM47;3.994
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM46;3.957
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM45;3.844
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM44;3.582
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM43;3.721
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM42;3.526
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM41;3.464
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM40;3.526
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM39;3.462
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM38;3.377
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM37;3.256
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM36;3.540
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM35;3.590
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM34;3.536
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM33;3.477
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM32;3.521
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM31;3.701
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM30;3.555
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM29;3.701
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM28;3.753
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM27;3.724
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM26;3.566
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM25;3.494
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM24;3.554
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM23;3.758
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM22;3.629
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM21;3.600
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM20;3.646
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM19;3.645
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM18;3.752
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM17;3.716
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM16;3.753
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM15;3.911
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM14;3.917
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM13;4.129
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM12;4.240
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM11;4.275
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM10;4.299
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM09;4.270
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM08;4.304
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM07;4.130
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM06;4.196
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM05;4.091
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM04;4.195
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM03;4.338
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM02;4.299
Total Nacional;;Mujeres;Todas las edades;Dato base;2016SM01;4.342
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM53;4.143
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM52;3.961
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM51;4.139
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM50;3.910
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM49;3.912
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM48;3.826
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM47;3.675
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM46;3.596
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM45;3.547
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM44;3.561
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM43;3.487
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM42;3.420
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM41;3.517
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM40;3.323
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM39;3.353
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM38;3.268
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM37;3.249
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM36;3.228
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM35;3.358
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM34;3.359
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM33;3.484
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM32;3.597
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM31;3.769
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM30;3.978
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM29;4.166
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM28;4.224
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM27;4.167
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM26;3.489
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM25;3.382
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM24;3.444
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM23;3.595
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM22;3.509
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM21;3.492
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM20;3.719
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM19;3.697
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM18;3.614
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM17;3.815
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM16;3.879
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM15;3.966
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM14;4.102
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM13;4.119
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM12;4.188
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM11;4.352
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM10;4.783
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM09;5.172
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM08;5.475
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM07;5.562
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM06;5.502
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM05;5.670
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM04;5.482
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM03;5.572
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM02;5.327
Total Nacional;;Mujeres;Todas las edades;Dato base;2015SM01;4.848
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM52;4.242
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM51;4.153
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM50;3.929
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM49;3.819
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM48;3.867
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM47;3.760
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM46;3.747
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM45;3.550
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM44;3.616
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM43;3.599
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM42;3.559
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM41;3.446
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM40;3.417
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM39;3.167
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM38;3.224
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM37;3.352
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM36;3.489
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM35;3.395
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM34;3.288
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM33;3.274
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM32;3.401
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM31;3.455
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM30;3.610
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM29;3.471
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM28;3.237
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM27;3.388
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM26;3.375
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM25;3.610
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM24;3.632
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM23;3.427
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM22;3.301
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM21;3.312
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM20;3.423
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM19;3.638
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM18;3.543
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM17;3.512
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM16;3.589
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM15;3.782
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM14;3.838
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM13;3.780
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM12;4.047
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM11;3.800
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM10;3.996
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM09;4.128
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM08;4.117
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM07;4.336
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM06;4.476
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM05;4.318
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM04;4.535
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM03;4.593
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM02;4.494
Total Nacional;;Mujeres;Todas las edades;Dato base;2014SM01;4.439
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM52;4.315
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM51;4.196
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM50;4.038
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM49;3.961
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM48;3.923
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM47;3.630
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM46;3.574
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM45;3.610
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM44;3.318
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM43;3.411
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM42;3.346
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM41;3.143
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM40;3.351
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM39;3.326
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM38;3.155
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM37;3.032
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM36;3.041
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM35;3.160
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM34;3.358
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM33;3.414
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM32;3.320
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM31;3.293
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM30;3.412
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM29;3.518
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM28;3.911
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM27;3.602
Total Nacional;;Mujeres;Todas las edades;Dato base;2013SM26;3.364
